User,Tweet,Language
MHIIR_14,"PTSD is PTSD!

#PostTraumaticStressDisorder #PTSD #PTSDisPTSD #ComplexPostTraumaticStressDisorder #CPTSD #ComplexPTSD #PTSDAwareness #Trauma #Abuse #stress #depression #anxiety #MentalHealth #MentalHealthDisorder #mentalillness @MHIIR_14 https://t.co/pJJjvtc7s8",en
NevilleSouthall,"follow @danieljamesrec
Daniel has battled #depression since losing his Dad to #lungcancer at 55.

He has now run #londonmarathon 4 times raising  £15k 
His mum recently beat #skincancer so plz donate anything to help him raise #awareness #beatcancer #lifeisfragile ?",en
AwakeTherapy,#TipOfTheDay #Mentalhealth #positivethinking #anxiety #depression #MentalHealthMatters #positivethinking #Positivity #dowhatyoulove #counselling #facts #Healing #wellbeing #DepressionIsReal #dailymotivation #YouAreNotAlone #itsokaynottobeokay #mentalhealthadvice #YouGotThis https://t.co/owOkHohIGb,en
mindbrainmd,"RT @colleenmfarrell: Thrilled to share my first @JAMA_current essay. A personal story of my experience with #depression in medical school, and how the metaphor of diastole helped me heal. 

#meded #mentalhealth #seizediastole  

https://t.co/tJ3q2GSVNS",en
AwakeTherapy,#TipOfTheDay #Mentalhealth #positivethinking #anxiety #depression #MentalHealthMatters #positivethinking #Positivity #dowhatyoulove #counselling #facts #Healing #wellbeing #DepressionIsReal #dailymotivation #YouAreNotAlone #itsokaynottobeokay #mentalhealthadvice #YouGotThis https://t.co/SRTsHiOPX2,en
AwakeTherapy,#TipOfTheDay #Mentalhealth #positivethinking #anxiety #depression #MentalHealthMatters #positivethinking #Positivity #dowhatyoulove #counselling #facts #Healing #wellbeing #DepressionIsReal #dailymotivation #YouAreNotAlone #itsokaynottobeokay #mentalhealthadvice #YouGotThis https://t.co/QZauUirGN0,en
JRMFFL531,"RT @LeeJPlummer: As I suffer with #ptsd, #anxiety, #depression, busted knees, shoulders, back, hearing &amp; God knows what else. It's not like I didn't see death, explosions, rocket attacks &amp; so much more while fearing for my life on a daily basis. Granted it's the price we pay, but it's not right.",en
AwakeTherapy,#TipOfTheDay #Mentalhealth #positivethinking #anxiety #depression #MentalHealthMatters #positivethinking #Positivity #dowhatyoulove #counselling #facts #Healing #wellbeing #DepressionIsReal #dailymotivation #YouAreNotAlone #itsokaynottobeokay #mentalhealthadvice #YouGotThis https://t.co/gxWhyoiQPX,en
AwakeTherapy,#TipOfTheDay #Mentalhealth #positivethinking #anxiety #depression #MentalHealthMatters #positivethinking #Positivity #dowhatyoulove #counselling #facts #Healing #wellbeing #DepressionIsReal #dailymotivation #YouAreNotAlone #itsokaynottobeokay #mentalhealthadvice #YouGotThis https://t.co/qazoPZ8WlL,en
darknspicy,I feel so crummy. I hate starting on new prescribed meds. Especially SSRI’s. But I need them to help my #depression. #mentalhealth #ssris,en
AwakeTherapy,#TipOfTheDay #Mentalhealth #positivethinking #anxiety #depression #MentalHealthMatters #positivethinking #Positivity #dowhatyoulove #counselling #facts #Healing #wellbeing #DepressionIsReal #dailymotivation #YouAreNotAlone #itsokaynottobeokay #mentalhealthadvice #YouGotThis https://t.co/sdM9aD4Ari,en
HealthyWR,"#Anxiety, #depression or any other mental health diagnosis ""label"" is not who you are...rather it is what you accidentally learned to do.  Find out how this happens in people and know that you can change. https://t.co/PgVTUvGzWz #mentalhealth",en
AwakeTherapy,#TipOfTheDay #Mentalhealth #positivethinking #anxiety #depression #MentalHealthMatters #positivethinking #Positivity #dowhatyoulove #counselling #facts #Healing #wellbeing #DepressionIsReal #dailymotivation #YouAreNotAlone #itsokaynottobeokay #mentalhealthadvice #YouGotThis https://t.co/DovET1tizG,en
AwakeTherapy,#TipOfTheDay #Mentalhealth #positivethinking #anxiety #depression #MentalHealthMatters #positivethinking #Positivity #dowhatyoulove #counselling #facts #Healing #wellbeing #DepressionIsReal #dailymotivation #YouAreNotAlone #itsokaynottobeokay #mentalhealthadvice #YouGotThis https://t.co/IIwwPJkqxe,en
xnot_alonex,"Please don't be too hard on yourself
#SuicideAwareness #320changedirection #ptsd #cptsd #MentalHealthAwareness  #PostTraumaticTour  #makechesterproud
#fuckdepression #lpfamily #depression #edfam #csa https://t.co/8bKynErt5b",de
AwakeTherapy,#TipOfTheDay #Mentalhealth #positivethinking #anxiety #depression #MentalHealthMatters #positivethinking #Positivity #dowhatyoulove #counselling #facts #Healing #wellbeing #DepressionIsReal #dailymotivation #YouAreNotAlone #itsokaynottobeokay #mentalhealthadvice #YouGotThis https://t.co/RSPAd01xgb,en
WOLIWAIS,"#depression #anxiety #MentalHealthAwarenessMonth
#Mentalhealth #writing
Read the thread. Go on. ?
She put it into words. https://t.co/zwmOfgjjtN",en
AwakeTherapy,#TipOfTheDay #Mentalhealth #positivethinking #anxiety #depression #MentalHealthMatters #positivethinking #Positivity #dowhatyoulove #counselling #facts #Healing #wellbeing #DepressionIsReal #dailymotivation #YouAreNotAlone #itsokaynottobeokay #mentalhealthadvice #YouGotThis https://t.co/3r0eVqsn42,en
AwakeTherapy,#TipOfTheDay #Mentalhealth #positivethinking #anxiety #depression #MentalHealthMatters #positivethinking #Positivity #dowhatyoulove #counselling #facts #Healing #wellbeing #DepressionIsReal #dailymotivation #YouAreNotAlone #itsokaynottobeokay #mentalhealthadvice #YouGotThis https://t.co/YsOflPJLdf,en
JoeRandazzo_Sr,"RT @spiritdance33: Again I want to say~ if you’re suffering- be it a #chronic ##illness, #Depression ~ I do see you and I really do care.???
#ChronicIllness
#MentalHealth
#EndTheStigma https://t.co/ArdXWOS7Be",en
PerrySabourin,"More
#mentalhealth #ottawa #ptsd #depression #anxiety #emdr #cbt #therapist 

https://t.co/bQK3Z6cLOA

9:06 AM - 25 May 2019 from Ottawa, Ontario",en
AwakeTherapy,#TipOfTheDay #Mentalhealth #positivethinking #anxiety #depression #MentalHealthMatters #positivethinking #Positivity #dowhatyoulove #counselling #facts #Healing #wellbeing #DepressionIsReal #dailymotivation #YouAreNotAlone #itsokaynottobeokay #mentalhealthadvice #YouGotThis https://t.co/325kNa1t5n,en
SageGersi,Why am I even here. Why am I even alive. Why do people even enjoy my company? I'm so tired. #Depression #Anxiety #ItGetsWorse,en
spiritdance33,"Again I want to say~ if you’re suffering- be it a #chronic ##illness, #Depression ~ I do see you and I really do care.???
#ChronicIllness
#MentalHealth
#EndTheStigma https://t.co/ArdXWOS7Be",en
CathyChes,10 Ways to Balance Body and Mind with #MS: https://t.co/7aaljxMnXl #MultipleSclerosis #anxiety #stress #depression,en
thebraindriver,"Research Says These 5 Surprising Things Can Reduce #Depression In Men But Not In Women @bustle #KRISTINEFELLIZAR @TheBrainDriver #tDCS #BrainPower #Creativity #BrainStimulation #focus #PeakPerformance https://t.co/NiBf3TSylF

https://t.co/QpSpa8CHns https://t.co/pYKVRBEbIq",en
_EquanimityMind,"“To this day God is the name by which I designate all things which cross my willful path violently and recklessly, all things which upset my subjective views, plans and intentions and change the course of my life for better or worse.” ~ Carl Jung #depression #anxiety #meaning https://t.co/9zcteAAq5j",en
ChronSallie,"RT @Simonparkerwild: On the 8th June I will be attempting to run for 24 hours and trying to raise some money for #mentalhealth #charity 
@theCALMzone
 
Appreciate any retweets and donations.? Let's beat #depression!  
https://t.co/ezBizBnkMt",en
GregoryJantzPhD,Emotional #depression can become an automatic reaction to life's trials. It doesn't have to be. https://t.co/4MEzgQzLUD https://t.co/XjWSpzSoOf,en
SE_CE_MIND,"Once I'd been brave enough to share my thoughts, emotions and fears with others, and I heard the response ""Me too"", I didn't feel so lonely.

#yournotalone #peersupport #mentalhealth #recovery #depression #anxiety https://t.co/ldZIbfQlt3",en
HealthyPlace,"What Do #MentalHealth Hospitals Do and Do I Need One? || https://t.co/4cz3BKpnWY
==
#depression #anxiety #bipolar #schizophrenia #mhsm #mhchat https://t.co/vCRhkzEpuH",en
SkypeTherapist,"Overcome #Anxiety and #Depression through training in mindfulness meditation. Read: https://t.co/GKSNvigM0c.
For help, visit: Online Mindfulness Therapy via Skype. See: https://t.co/wA24wSaK62.",en
SoberSystems,"How to cope with a depressive episode
https://t.co/Aoj0mnjPPi
#addiction #recovery #depression https://t.co/HzX9tj5BZS",en
mycopingcards,"RT @mycopingcards: #mentalhealth reminders @Namicommunicate
@NAMISanDiego 
@InfiniteHeroOrg 
@800273TALK 
#suicideprevention
#suicideawareness
#suicide
#Depression 
#Stress
#mentalhealthmatters
#mentalhealthawarenss
#mentalhealthawarenssmonth
#selfcare
#mindfullness
#Anxiety
#MyCopingCards https://t.co/Exlw6DutYy",en
mycopingcards,"RT @mycopingcards: #mentalhealth reminders @Namicommunicate
@NAMISanDiego 
@InfiniteHeroOrg 
@800273TALK 
#suicideprevention
#suicideawareness
#suicide
#Depression 
#Stress
#mentalhealthmatters
#mentalhealthawarenss
#mentalhealthawarenssmonth
#selfcare
#mindfullness
#Anxiety
#MyCopingCards https://t.co/Exlw6DutYy",en
mycopingcards,"#mentalhealth reminders @Namicommunicate
@NAMISanDiego 
@InfiniteHeroOrg 
@800273TALK 
#suicideprevention
#suicideawareness
#suicide
#Depression 
#Stress
#mentalhealthmatters
#mentalhealthawarenss
#mentalhealthawarenssmonth
#selfcare
#mindfullness
#Anxiety
#MyCopingCards https://t.co/Exlw6DutYy",en
AwakeTherapy,#TipOfTheDay #Mentalhealth #positivethinking #anxiety #depression #MentalHealthMatters #positivethinking #Positivity #dowhatyoulove #counselling #facts #Healing #wellbeing #DepressionIsReal #dailymotivation #YouAreNotAlone #itsokaynottobeokay #mentalhealthadvice #YouGotThis https://t.co/FJpABL4qbf,en
JaniceV1P,Tengo 10 mil cosas que hacer y no quiero hacer nada #depression,en
CrazyCrazyDazy,"RT @healingmiracles: Learn HOW to let your #enemies drive you into a position of #blessing and #power. ""#Healing #Mental #Disease and #Depression"" by Prince Handley  https://t.co/0yILJidDYB https://t.co/FAnGh4Nozd",en
AwakeTherapy,#TipOfTheDay #Mentalhealth #positivethinking #anxiety #depression #MentalHealthMatters #positivethinking #Positivity #dowhatyoulove #counselling #facts #Healing #wellbeing #DepressionIsReal #dailymotivation #YouAreNotAlone #itsokaynottobeokay #mentalhealthadvice #YouGotThis https://t.co/EAWh0VoCV4,en
AwakeTherapy,#TipOfTheDay #Mentalhealth #positivethinking #anxiety #depression #MentalHealthMatters #positivethinking #Positivity #dowhatyoulove #counselling #facts #Healing #wellbeing #DepressionIsReal #dailymotivation #YouAreNotAlone #itsokaynottobeokay #mentalhealthadvice #YouGotThis https://t.co/T90w0tpO3I,en
HealthyLifeLON,"Postpartum #Depression by Healthy_Life_Plus While Postpartum is common, it is also quite serious. #DidYouKnow 1 out of every 5 women suffer from serious postpartum depression. The #birth of a #child is a time of changes and new responsibilities. 
https://t.co/TplEYTCOoO https://t.co/6bifZ3KdV8",en
debugliesnews,"#Exercise helps reduce #mental #Health disorder symptoms such as #anxiety, #depression, #anger and #psychomotor #agitation https://t.co/LNgqJIyfrR di @debugliesnews https://t.co/YKjGA280GX",it
AwakeTherapy,#TipOfTheDay #Mentalhealth #positivethinking #anxiety #depression #MentalHealthMatters #positivethinking #Positivity #dowhatyoulove #counselling #facts #Healing #wellbeing #DepressionIsReal #dailymotivation #YouAreNotAlone #itsokaynottobeokay #mentalhealthadvice #YouGotThis https://t.co/e4b3d0dIUd,en
AwakeTherapy,#TipOfTheDay #Mentalhealth #positivethinking #anxiety #depression #MentalHealthMatters #positivethinking #Positivity #dowhatyoulove #counselling #facts #Healing #wellbeing #DepressionIsReal #dailymotivation #YouAreNotAlone #itsokaynottobeokay #mentalhealthadvice #YouGotThis https://t.co/6JAyWX3fDn,en
bryantbarlow90,Be aware that #autism and #depression are connected but not always the same thing. You might be autistic but that doesn’t mean it’s stopping you from #living. #Depression does that. #seekhelp from #licensed professionals and support from #family. Then #autism will help not hinder,en
AwakeTherapy,#TipOfTheDay #Mentalhealth #positivethinking #anxiety #depression #MentalHealthMatters #positivethinking #Positivity #dowhatyoulove #counselling #facts #Healing #wellbeing #DepressionIsReal #dailymotivation #YouAreNotAlone #itsokaynottobeokay #mentalhealthadvice #YouGotThis https://t.co/EGlEQU6ekd,en
AwakeTherapy,#TipOfTheDay #Mentalhealth #positivethinking #anxiety #depression #MentalHealthMatters #positivethinking #Positivity #dowhatyoulove #counselling #facts #Healing #wellbeing #DepressionIsReal #dailymotivation #YouAreNotAlone #itsokaynottobeokay #mentalhealthadvice #YouGotThis https://t.co/ly7LuCcysE,en
FinallyInspired,"RT @arnthorjon: #Psilocybin-assisted #psychotherapy for the treatment of Major Depressive Disorder: Preliminary results from a randomized controlled trial

#MagicMushrooms
#Psychedelics
#Depression

https://t.co/asijlGs2kS",en
AwakeTherapy,#TipOfTheDay #Mentalhealth #positivethinking #anxiety #depression #MentalHealthMatters #positivethinking #Positivity #dowhatyoulove #counselling #facts #Healing #wellbeing #DepressionIsReal #dailymotivation #YouAreNotAlone #itsokaynottobeokay #mentalhealthadvice #YouGotThis https://t.co/MTLgWHzZls,en
AwakeTherapy,#TipOfTheDay #Mentalhealth #positivethinking #anxiety #depression #MentalHealthMatters #positivethinking #Positivity #dowhatyoulove #counselling #facts #Healing #wellbeing #DepressionIsReal #dailymotivation #YouAreNotAlone #itsokaynottobeokay #mentalhealthadvice #YouGotThis https://t.co/misvNv1pny,en
luvblackroses,"RT @FibroPetition: #Fibromyalgia #MECFS #LymeDisease #ChronicPain #Chronicillness #Anxiety #Depression #IBS #Endometriosis #Costochondritis #Spoonies #StrongerTogether #UK #NotAllDisabilitiesAreVisible 
#FibromyalgiaAwarenessMonth

PLEASE RT ?

https://t.co/DecPrKoc4w",en
Dr1ven_Ind,Almost a full year of reminding you’re not alone! 619-929-2388 all the support for you! Check out our YouTube https://t.co/EBQ03rRQpW &amp; Mental Health chat https://t.co/NktookAEwy we got your back! People helping people! #SickNotWeak #anxiety #depression #MentalHealthAwareness https://t.co/3liEDKoPIN,en
AwakeTherapy,#TipOfTheDay #Mentalhealth #positivethinking #anxiety #depression #MentalHealthMatters #positivethinking #Positivity #dowhatyoulove #counselling #facts #Healing #wellbeing #DepressionIsReal #dailymotivation #YouAreNotAlone #itsokaynottobeokay #mentalhealthadvice #YouGotThis https://t.co/MzujBPYuPa,en
